ID,Sales
T1207245,18957.697265625
T1191253,48030.54296875
T1204147,34996.953125
T1193906,38446.80859375
T1205028,59421.36328125
T1194237,34505.3984375
T1192680,34707.0078125
T1201347,58841.0078125
T1190025,27190.306640625
T1206725,37436.25
T1200310,23883.91015625
T1206798,49515.0390625
T1190624,56021.19921875
T1202899,49295.0703125
T1209157,46613.3671875
T1199408,55167.609375
T1205368,28342.19921875
T1198591,28192.6953125
T1198757,53021.19921875
T1203312,39847.23046875
T1192340,31176.916015625
T1203949,54884.05859375
T1189719,36731.1640625
T1206853,61893.984375
T1206978,78551.2109375
T1192139,27462.716796875
T1200520,28353.12890625
T1201923,34077.93359375
T1205394,37293.75
T1202352,50965.609375
T1198984,45839.828125
T1201690,42592.80859375
T1201832,47725.859375
T1199949,39127.77734375
T1210399,44677.609375
T1190707,37576.82421875
T1191056,64427.1875
T1194877,37321.6328125
T1202445,72501.6875
T1195680,22046.50390625
T1198119,30367.705078125
T1208941,26814.619140625
T1197614,41603.125
T1197463,20340.509765625
T1188875,56820.59765625
T1192922,45332.6171875
T1200977,34895.3984375
T1206018,24405.546875
T1194979,66880.6015625
T1198111,47310.0
T1195248,56193.140625
T1194060,40658.7421875
T1193846,83939.40625
T1188864,50667.5
T1207169,44539.76953125
T1200577,30264.037109375
T1203466,71021.9296875
T1205564,25334.900390625
T1195370,51133.2578125
T1197187,34991.51953125
T1189992,35300.81640625
T1188773,54424.21875
T1189203,30204.119140625
T1201363,47021.703125
T1208146,59545.85546875
T1208178,60138.23046875
T1194709,114472.4375
T1190551,35109.97265625
T1206048,27798.744140625
T1197512,45869.2578125
T1196358,56716.6875
T1209399,63323.5078125
T1195462,43879.30078125
T1192301,38514.33984375
T1203246,56480.41796875
T1200559,18197.1796875
T1198778,40673.828125
T1208166,42856.328125
T1193946,54773.33203125
T1196855,34712.89453125
T1205134,73295.6875
T1208978,55723.45703125
T1190303,46472.73828125
T1203751,37776.02734375
T1208091,40706.625
T1207050,44903.55078125
T1189074,20331.94140625
T1206074,90386.0
T1195844,39674.73828125
T1194942,51595.43359375
T1192196,59421.36328125
T1195894,28623.8984375
T1205204,42752.91015625
T1201514,40434.08203125
T1197980,23440.83984375
T1206943,46177.71875
T1208559,40229.85546875
T1199616,59124.234375
T1197438,47005.26953125
T1195401,97337.28125
T1209589,69221.1015625
T1207707,55621.71875
T1199197,47408.4921875
T1189210,37350.4609375
T1206656,65586.2421875
T1189345,39099.8984375
T1207193,58741.6328125
T1198421,38320.41796875
T1200022,66874.015625
T1204722,24759.359375
T1197294,43285.12890625
T1192138,27307.9296875
T1196102,41461.0
T1190268,65017.07421875
T1191282,81381.53125
T1196496,47056.71875
T1207758,31123.017578125
T1207442,53030.28515625
T1189706,45430.04296875
T1207463,35306.24609375
T1207976,58950.109375
T1195005,44241.1484375
T1193361,39999.8359375
T1200301,43582.41015625
T1192608,30576.33984375
T1195118,44840.578125
T1206415,36736.94140625
T1201891,51693.84375
T1189764,27099.6171875
T1193399,51829.8046875
T1193511,48040.98046875
T1210481,35126.1640625
T1197505,44148.42578125
T1198913,51693.98046875
T1203902,30162.8125
T1204295,66227.78125
T1198841,52007.359375
T1196406,56603.9453125
T1210501,33402.5546875
T1208746,27326.798828125
T1210401,35928.890625
T1198520,47861.05078125
T1192366,40274.19140625
T1197405,32559.916015625
T1190694,28809.205078125
T1202435,43003.59375
T1190057,26885.69921875
T1204819,37430.515625
T1202281,26366.58203125
T1208081,39169.765625
T1205541,32516.52734375
T1197009,47397.6328125
T1196858,39099.8984375
T1210517,29909.26953125
T1195995,75365.8203125
T1203160,29004.853515625
T1188577,40097.86328125
T1199902,38494.96484375
T1198127,26749.287109375
T1209043,78021.453125
T1209546,26799.0390625
T1199582,66454.015625
T1198839,53573.203125
T1208887,56573.8828125
T1190178,44952.0546875
T1189243,21501.91015625
T1194886,55250.66796875
T1191496,100837.375
T1198411,34234.3203125
T1204574,56115.2578125
T1198493,56034.265625
T1199497,53035.43359375
T1201520,68190.671875
T1193702,63831.29296875
T1201062,43780.3828125
T1199293,36330.1796875
T1198540,47350.91796875
T1202840,42218.66796875
T1190934,57951.33203125
T1204274,37748.1640625
T1192671,36683.875
T1199572,31520.93359375
T1208016,32271.00390625
T1203231,58798.44921875
T1206171,38326.42578125
T1195537,52418.98828125
T1190788,42191.0234375
T1189736,48272.0
T1207814,44185.1796875
T1191343,74354.6015625
T1197041,49465.9375
T1189534,46699.55859375
T1191563,78985.875
T1198966,64308.73828125
T1194677,72098.6171875
T1207478,55797.34765625
T1194967,42939.953125
T1192060,53872.08984375
T1199292,45399.1171875
T1208914,47018.0390625
T1197910,29872.513671875
T1210298,48544.578125
T1208832,40284.875
T1200834,33562.62890625
T1201003,32200.044921875
T1199400,66321.96875
T1194992,28001.8984375
T1191653,47575.91796875
T1205173,27184.224609375
T1196315,40615.21484375
T1209242,40552.203125
T1191862,64500.20703125
T1206736,50243.484375
T1191799,47397.6328125
T1206765,49713.5546875
T1194316,59388.28515625
T1208649,37049.55078125
T1203064,79552.125
T1202777,49602.6328125
T1197275,41368.1875
T1208994,39993.3828125
T1205786,26749.287109375
T1200506,37220.93359375
T1189122,59388.28515625
T1209711,42275.42578125
T1194782,54934.2890625
T1203797,59917.73828125
T1193830,53853.98046875
T1194016,69357.8984375
T1190954,57353.16015625
T1191795,44999.625
T1193583,37223.6484375
T1204963,24365.0
T1205885,50367.41796875
T1197409,55667.71875
T1188481,55751.109375
T1197488,58690.70703125
T1191235,107190.65625
T1188834,27295.017578125
T1192342,35743.4296875
T1204998,36897.46484375
T1188378,34450.02734375
T1191092,61149.34765625
T1201415,39890.19921875
T1194104,31940.009765625
T1208766,39902.80859375
T1194071,55120.02734375
T1195280,46623.98828125
T1188462,38987.3984375
T1201126,47053.41015625
T1203118,54187.68359375
T1201934,22834.740234375
T1202762,25244.455078125
T1194892,44076.57421875
T1190161,29290.291015625
T1195994,24786.25390625
T1206932,38241.4609375
T1196099,56170.71875
T1203094,33151.4453125
T1194704,42509.86328125
T1204236,33393.71484375
T1202580,62560.16015625
T1209480,43441.6171875
T1195268,36759.48828125
T1190620,27986.3984375
T1188393,68061.1953125
T1200369,27183.599609375
T1193529,43011.2734375
T1209363,30671.189453125
T1193895,29623.083984375
T1193860,41676.8828125
T1190130,35852.89453125
T1209214,25469.96875
T1204774,20258.962890625
T1190706,43394.80859375
T1196484,56117.8046875
T1196962,27516.14453125
T1196601,48161.25
T1199131,61480.18359375
T1193263,22683.169921875
T1208268,69702.796875
T1197720,54620.390625
T1193169,18296.984375
T1200486,23660.56640625
T1202947,40287.51953125
T1202914,67618.421875
T1206390,62905.734375
T1200640,45781.6328125
T1208148,46875.51953125
T1191237,48196.609375
T1210490,37206.36328125
T1194408,68467.640625
T1202397,45434.8359375
T1198136,31453.763671875
T1202177,60491.7890625
T1189222,24308.69140625
T1192714,39618.66015625
T1209098,58752.41796875
T1204317,31337.978515625
T1189045,55167.91015625
T1194426,81142.2109375
T1189722,42327.14453125
T1192812,54070.53515625
T1210322,32807.61328125
T1190712,48931.35546875
T1194634,56562.859375
T1197128,36434.7109375
T1200573,13287.3720703125
T1193764,34685.12890625
T1203899,43340.1953125
T1189364,23527.62109375
T1190942,60984.10546875
T1205297,23883.91015625
T1205667,27544.798828125
T1195789,34444.6953125
T1206101,16462.1015625
T1200661,32812.97265625
T1200215,29221.5390625
T1189687,37347.0234375
T1201799,29548.6640625
T1188946,47713.48046875
T1202101,54508.58984375
T1195355,55253.2578125
T1188964,39092.9296875
T1209074,47904.359375
T1203380,32133.671875
T1191108,52673.33203125
T1200245,22343.955078125
T1201095,50755.59765625
T1205194,40903.37890625
T1195874,42146.98828125
T1195636,45679.0078125
T1207640,50276.66796875
T1195837,36978.76953125
T1210504,32496.171875
T1191690,46538.47265625
T1208472,49496.71875
T1191579,41789.63671875
T1189877,52951.8671875
T1196539,41316.2421875
T1207083,55775.7421875
T1199258,36794.50390625
T1188941,56356.140625
T1203892,41609.40234375
T1200391,16318.0771484375
T1206354,34450.02734375
T1207550,52773.4296875
T1205584,34800.1484375
T1204636,34598.234375
T1198515,68364.546875
T1209385,31721.2734375
T1196012,28149.125
T1193181,38904.41796875
T1203175,39849.48046875
T1209459,31124.740234375
T1198352,66520.921875
T1198915,38934.32421875
T1188690,38111.890625
T1205344,24633.689453125
T1194969,27953.14453125
T1199275,64052.66796875
T1194287,75551.0078125
T1198611,30862.59375
T1209905,39051.0
