ID,Sales
T1200386,32209.189453125
T1192188,37754.5234375
T1206552,46167.75
T1195644,28030.32421875
T1191519,76409.875
T1189193,36718.2734375
T1207330,48283.1171875
T1194632,29243.798828125
T1200319,27350.361328125
T1194443,75513.9296875
T1196153,58584.1328125
T1202034,67741.875
T1199512,25665.271484375
T1204863,28304.302734375
T1193062,30549.2421875
T1208138,37921.10546875
T1194815,65758.6796875
T1197434,46155.73046875
T1193110,34960.0703125
T1201368,36373.66796875
T1193136,26124.728515625
T1196905,32659.322265625
T1206020,13706.5849609375
T1194551,23512.521484375
T1197721,54234.72265625
T1204970,21394.0
T1205119,48022.25390625
T1200403,32917.47265625
T1189764,27914.40234375
T1207295,33608.54296875
T1197882,32938.30859375
T1201280,39247.03125
T1197927,29913.5859375
T1198447,46758.234375
T1189245,42264.72265625
T1210511,35078.0234375
T1209598,40471.1796875
T1195607,43376.84375
T1208055,53152.9296875
T1191207,44262.94921875
T1210178,27306.03125
T1201722,56982.578125
T1208362,34282.22265625
T1190824,48932.64453125
T1202360,29540.0703125
T1189526,51411.16796875
T1200879,35143.46875
T1202295,46517.6328125
T1201591,29506.38671875
T1209428,43469.58984375
T1203847,47466.95703125
T1196030,41113.328125
T1189422,20333.0
T1198694,15642.1083984375
T1201691,28482.044921875
T1208133,32085.564453125
T1205923,75979.7265625
T1195476,38540.56640625
T1192385,33393.45703125
T1206675,46699.859375
T1197839,28498.794921875
T1208015,43617.265625
T1206032,36213.41015625
T1207451,37441.546875
T1208276,19000.716796875
T1209208,42643.1640625
T1196800,42152.27734375
T1199957,33989.5625
T1202812,38597.30859375
T1196616,53198.453125
T1206207,23578.1171875
T1200570,27773.94140625
T1201954,34375.02734375
T1199555,38295.328125
T1193666,37564.67578125
T1198393,33874.8125
T1203845,34295.71484375
T1205432,47882.20703125
T1207375,33108.72265625
T1193376,22671.5390625
T1193929,47248.84765625
T1193041,57688.8046875
T1201237,42435.02734375
T1202522,46563.89453125
T1198898,72351.046875
T1196677,57845.87890625
T1203405,35072.75390625
T1198383,40192.37109375
T1199379,60589.66015625
T1197729,37383.5234375
T1194997,40995.78515625
T1191271,38442.8359375
T1188691,49144.51953125
T1206594,45848.625
T1206190,32975.328125
T1190820,58302.3984375
T1195444,31958.7421875
T1207706,30470.919921875
T1194678,42994.84765625
T1209515,31630.806640625
T1191305,68697.671875
T1195327,50048.984375
T1207452,44415.375
T1200102,48381.91796875
T1199936,21394.0
T1195820,38678.05078125
T1195229,35166.60546875
T1190037,32634.3984375
T1205505,37206.91015625
T1202761,63310.27734375
T1207699,58173.83203125
T1193866,46260.89453125
T1202945,35157.7109375
T1203261,32886.484375
T1195056,42744.80859375
T1198304,25182.494140625
T1200282,40640.7109375
T1206014,34335.07421875
T1209158,74346.109375
T1201425,39060.3828125
T1206332,49988.43359375
T1197691,34379.1796875
T1190558,43198.8671875
T1207164,32680.5859375
T1200060,27909.3046875
T1202119,46776.54296875
T1189182,44572.22265625
T1201200,33309.34765625
T1198661,29793.9921875
T1193642,44085.5078125
T1203239,44262.55859375
T1196549,72931.6328125
T1203860,65003.609375
T1199264,50224.453125
T1207946,28979.169921875
T1190127,27303.537109375
T1201540,37063.46484375
T1201311,27364.90625
T1203327,90818.28125
T1203539,23124.349609375
T1202863,38977.2109375
T1189324,41346.625
T1192046,39696.47265625
T1191570,42643.1640625
T1198564,38644.7109375
T1202607,33530.96484375
T1199140,75798.3359375
T1202059,34701.3125
T1196529,51089.08203125
T1189778,37151.74609375
T1202713,58266.94921875
T1207051,22433.794921875
T1210257,25141.689453125
T1190267,57538.16015625
T1189257,26074.814453125
T1204978,41038.6640625
T1196313,42431.41015625
T1203852,84081.28125
T1189376,44648.34765625
T1196402,39347.82421875
T1204957,43065.79296875
T1199766,33672.4296875
T1210587,38315.73046875
T1196290,43406.578125
T1191046,43159.71875
T1191230,59461.60546875
T1208494,47004.640625
T1191024,66303.6484375
T1205809,21375.333984375
T1203947,28439.22265625
T1190309,19032.185546875
T1199758,33612.4609375
T1203840,63976.828125
T1197601,29475.18359375
T1193169,17220.48828125
T1201796,65818.5703125
T1208608,65960.46875
T1198534,56395.3203125
T1189381,42391.5859375
T1209513,47401.66015625
T1208965,47630.453125
T1196533,55827.9296875
T1196336,33126.36328125
T1193892,23253.029296875
T1196931,89275.4609375
T1196826,33310.29296875
T1208140,46905.5078125
T1190101,50865.4375
T1190832,44116.7578125
T1206904,62884.98046875
T1206986,52802.8203125
T1192837,56762.0
T1203770,54238.08984375
T1202772,43083.37890625
T1201622,49807.12890625
T1209370,59479.3828125
T1200212,37069.1640625
T1195763,32977.60546875
T1191196,45916.00390625
T1189995,32698.634765625
T1208648,45584.36328125
T1200443,46955.3984375
T1204224,57169.09765625
T1208704,43762.93359375
T1199657,54686.08984375
T1207978,34820.265625
T1204547,23590.724609375
T1197236,24073.94140625
T1188706,90715.1015625
T1189863,25025.4453125
T1208615,45890.1796875
T1197928,44240.59765625
T1204491,33084.54296875
T1190074,36320.515625
T1208806,36022.7734375
T1192811,62301.16796875
T1188751,49534.77734375
T1200168,30208.0234375
T1201308,36027.79296875
T1210017,28814.001953125
T1210503,22613.66015625
T1200259,59127.3671875
T1195870,26491.912109375
T1196610,37281.15234375
T1200182,28979.169921875
T1201222,34765.2734375
T1207241,54707.171875
T1208631,31638.5859375
T1199889,30975.490234375
T1200945,28039.048828125
T1205187,17288.998046875
T1202230,52221.328125
T1190339,29905.19921875
T1203836,24602.275390625
T1193961,40483.0625
T1203428,35143.46875
T1189541,42958.7109375
T1202183,38855.30078125
T1189790,21971.673828125
T1190409,66926.65625
T1201120,38681.484375
T1208273,27217.978515625
T1208107,54488.48046875
T1199874,29425.814453125
T1209378,39195.39453125
T1193057,24146.814453125
T1196646,37342.36328125
T1208174,49292.0703125
T1199251,28547.84375
T1195011,24536.2890625
T1209177,43969.3359375
T1192933,36916.18359375
T1196294,20106.17578125
T1192770,35389.9296875
T1205829,35518.61328125
T1205544,13490.4638671875
T1207048,48927.4375
T1197124,41131.9140625
T1199252,50061.1796875
T1202807,34519.07421875
T1189840,30337.134765625
T1198406,31717.322265625
T1204123,49792.01953125
T1196157,42136.58984375
T1201919,41561.75
T1208057,34472.453125
T1208869,39650.82421875
T1191673,33443.984375
T1203310,58721.859375
T1195646,48162.28515625
T1192458,40183.1484375
T1196347,49501.2734375
T1206460,41538.04296875
T1203585,37065.21484375
T1207804,44046.16015625
T1198549,45134.4296875
T1209126,39152.7109375
T1207450,35459.08984375
T1190125,38651.6171875
T1191363,36975.6484375
T1208597,25353.455078125
T1198874,42868.6953125
T1197063,58818.57421875
T1207325,42916.19921875
T1195948,27308.330078125
T1200637,52113.5234375
T1191983,44775.16015625
T1194294,40064.8828125
T1208373,32706.716796875
T1192088,32504.09375
T1209060,37149.78515625
T1207556,48321.0078125
T1201717,23253.029296875
T1204237,18604.966796875
T1190501,65209.94921875
T1209781,41665.78125
T1189633,24265.990234375
T1195234,45573.79296875
T1194111,61907.609375
T1209394,30890.21484375
T1195915,53119.41796875
T1191075,40469.28515625
T1188900,37173.0859375
T1192196,59125.8046875
T1195062,33513.78515625
T1207704,35422.97265625
T1207045,45212.5859375
T1200323,48040.578125
T1202294,35244.99609375
T1206642,35234.9296875
T1188919,56944.79296875
T1194197,57261.2578125
T1203139,53231.09375
T1205340,26262.2109375
T1192799,27356.412109375
T1209317,47248.84765625
T1193946,60692.69921875
T1203215,48836.80078125
T1205599,40609.265625
T1195260,23211.58203125
T1208645,35511.98828125
T1189781,33863.04296875
T1203299,39860.0546875
T1196338,47596.578125
T1188757,30624.89453125
T1199225,56575.9296875
T1204880,30841.25390625
T1195225,30070.904296875
T1202501,41290.36328125
T1189560,24101.052734375
T1204571,32401.2734375
T1207620,55657.93359375
T1199307,42897.58984375
T1192448,30299.00390625
T1189358,41561.75
T1201134,59461.60546875
T1195297,88772.2265625
T1191022,45594.87890625
T1203906,42413.5703125
T1199430,22882.974609375
T1209170,41047.1953125
T1197299,44483.37890625
T1202658,56944.640625
T1210419,33678.18359375
T1209477,41172.82421875
T1189363,56255.6953125
T1210181,36727.28125
T1191314,36410.734375
T1209994,26424.603515625
T1204757,21160.16015625
T1192081,38693.11328125
T1201085,56275.1875
T1200470,50062.1171875
T1198990,48216.0
T1193886,45712.453125
T1198763,43310.234375
T1208427,53186.5
T1197772,27909.3046875
T1205835,31175.1875
T1199718,27431.1640625
T1198482,37441.7734375
T1193365,48308.05859375
T1195293,45455.4140625
T1206851,28984.099609375
T1209094,31349.4140625
T1197960,55320.609375
T1199692,44807.359375
T1205417,45006.16796875
T1190932,52448.0
T1192207,46799.625
T1192720,27304.7734375
T1209147,32090.1640625
T1210232,33620.35546875
T1195487,64965.3046875
T1200332,22613.66015625
T1208206,30787.923828125
T1197593,41537.875
T1201563,47604.3984375
T1210574,42186.96875
T1193858,68697.671875
T1196210,27232.267578125
T1206390,60500.1875
T1204162,32254.662109375
T1207180,34102.93359375
T1193935,40802.78515625
T1210143,29630.638671875
T1194127,25985.51171875
T1195670,37936.50390625
T1201371,52468.23046875
T1191341,49189.83984375
T1197756,37690.109375
T1194465,55922.23828125
T1190015,31866.2109375
T1194675,44236.90234375
T1207405,38886.47265625
T1189962,46998.91796875
T1203968,54292.8046875
T1195227,58173.83203125
T1207654,37274.28515625
T1201517,45226.1640625
T1191486,30206.279296875
T1200288,29143.888671875
T1190185,41890.23828125
T1192741,53035.03515625
T1195348,25398.048828125
T1201714,32398.1640625
T1192509,34108.0078125
T1189420,34560.73828125
T1194221,35095.046875
T1206114,56502.27734375
T1190650,55073.453125
T1208229,30987.146484375
T1196064,45916.00390625
T1209455,48212.80078125
T1197217,33075.9140625
T1206515,36801.96484375
T1189267,48505.5546875
T1194198,57750.55859375
T1200345,23499.40625
T1192888,36872.734375
T1189208,33608.54296875
T1199244,62717.91796875
T1206351,42136.58984375
T1203435,44615.44921875
T1196722,28596.208984375
T1190131,43907.72265625
T1188500,51612.00390625
T1206679,46048.6875
T1196739,24036.5703125
T1209005,43835.03515625
T1209050,39091.3671875
T1199032,61780.63671875
T1191892,44015.1171875
T1193108,53805.1484375
T1199580,23095.19921875
T1204247,29914.33984375
T1205601,45507.96875
T1210356,34222.1484375
T1195821,30779.119140625
T1191982,54810.5
T1200311,33393.45703125
T1190717,36797.02734375
T1200553,35112.85546875
T1205369,49303.29296875
T1198219,27652.876953125
T1208098,35549.83984375
T1208064,22754.78515625
T1198969,42910.9453125
T1209760,48469.33203125
T1190187,54402.9453125
T1197507,35140.0859375
T1190571,50170.23828125
T1195804,43121.6328125
T1197889,32142.0546875
T1196373,61240.9921875
T1202142,24473.27734375
T1197978,36763.03515625
T1189539,24729.119140625
T1195958,27357.728515625
T1208328,22920.93359375
T1210507,32872.24609375
T1192160,65020.3203125
T1195395,69193.0625
T1198853,36343.6328125
T1201651,69091.2421875
T1206921,48708.98046875
T1209518,31915.08203125
T1189371,21932.6328125
T1191365,33105.93359375
T1206667,37033.6171875
T1200460,26293.6640625
T1191782,23590.724609375
T1202749,48934.25
T1200914,45535.4140625
T1194350,23838.330078125
T1202837,52815.0390625
T1198774,64887.05859375
T1199228,28936.6015625
T1201012,64751.671875
T1201545,87774.296875
T1203534,40192.37109375
T1208535,40484.30078125
T1190813,54870.578125
T1205315,25073.81640625
T1201639,35688.32421875
T1196867,65627.515625
T1201533,55762.11328125
T1205647,44404.02734375
T1200582,32785.265625
T1209393,34193.83984375
T1205252,27430.677734375
T1205197,74937.078125
T1194265,39789.7109375
T1188878,33238.6484375
T1206373,46460.609375
T1208986,71768.7890625
T1197218,43065.79296875
T1204014,37099.671875
T1190725,37338.87890625
T1209338,31143.80859375
T1191948,33912.875
T1198688,67169.8359375
T1188933,32823.71484375
T1192451,35916.83984375
T1191554,66933.5078125
T1206678,44310.109375
T1191937,30651.916015625
T1193445,37544.58984375
T1205168,36735.71484375
T1200763,46523.69921875
T1209969,31455.32421875
T1198903,32806.4375
T1205550,29913.5859375
T1206474,50485.8671875
T1206911,67014.859375
T1194393,30241.76171875
T1190336,36000.89453125
T1203187,30445.4140625
T1199710,60378.0703125
T1202922,56999.0390625
T1199772,40440.66796875
T1197068,30290.564453125
T1207324,34176.59765625
T1198437,22153.419921875
T1210528,65434.6484375
T1207481,38460.5
T1206425,85504.875
T1209085,39714.203125
T1200656,58054.6796875
T1189087,32652.38671875
T1208327,57085.76953125
T1201348,70821.5859375
T1199761,35244.99609375
T1202048,95448.1171875
T1188759,56710.41015625
T1194656,29438.06640625
T1202832,35851.94921875
T1203792,22932.37890625
T1196791,33958.62109375
T1209956,28438.607421875
T1198181,34241.85546875
T1209431,38442.8359375
T1195490,55030.5625
T1192892,26552.234375
T1206665,51522.44921875
T1192357,30208.0234375
T1196915,63568.375
T1192280,95112.4140625
T1190084,30477.01953125
T1198880,33764.078125
T1201514,44020.1328125
T1202271,34904.19140625
T1203746,45689.3984375
T1204812,31967.732421875
T1190753,27513.0234375
T1202353,39864.9609375
T1196304,30504.119140625
T1192241,25262.9140625
T1199291,50812.54296875
T1199309,38441.90625
T1192075,44830.77734375
T1200387,30478.921875
T1192852,43261.37890625
T1209535,18669.357421875
T1199547,72645.28125
T1190049,14667.3505859375
T1193457,47084.46875
T1209115,51612.00390625
T1207395,40514.58984375
T1205856,25869.115234375
T1208290,21470.552734375
T1194363,29607.767578125
T1199705,28304.302734375
T1199672,38344.48046875
T1196286,51376.734375
T1209788,23574.984375
T1206692,63901.5234375
T1202934,31395.529296875
T1203157,44947.94921875
T1199428,54810.5
T1195054,37948.80078125
T1191792,57140.10546875
T1190239,33246.1875
T1188815,26857.919921875
T1204716,29474.349609375
T1196173,34125.79296875
T1207489,38085.22265625
T1207251,26951.7578125
T1188812,40737.96875
T1199924,24527.869140625
T1192192,36694.0625
T1210346,39441.6328125
T1197717,44812.3359375
T1202256,78803.953125
T1195652,45206.578125
T1201569,31183.615234375
T1206765,49314.8984375
T1210421,19804.982421875
T1209952,33603.46484375
T1200552,39773.9453125
T1189672,33536.0078125
T1207210,39872.1875
T1201238,50154.98828125
T1197867,38563.23046875
T1209823,33827.27734375
T1204021,72580.9375
T1202738,34778.7890625
T1193632,21133.923828125
T1202652,31636.955078125
T1209786,31949.71484375
T1201810,34653.5390625
T1197954,26723.642578125
T1191394,32398.1640625
T1206843,23503.05859375
T1208971,42004.50390625
T1202225,74785.375
T1199139,34691.875
T1198625,41847.96875
T1210309,41766.07421875
T1194101,31183.615234375
T1188761,37953.453125
T1197005,27677.548828125
T1204190,42910.9453125
T1190527,32886.484375
T1206139,28894.029296875
T1205000,44687.5703125
T1200464,52793.2421875
T1189712,26731.111328125
T1200906,34988.6328125
T1198547,51283.89453125
T1206321,41420.8359375
T1206769,37684.09765625
T1205061,36476.22265625
T1191918,75243.546875
T1202734,56015.3671875
T1200132,72531.3203125
T1201864,28985.859375
T1205006,31129.751953125
T1202239,42994.84765625
T1188786,53176.1796875
T1204074,48335.34375
T1192903,16448.802734375
T1196127,64325.41796875
T1206368,58815.8125
T1196660,50267.73828125
T1200926,26589.009765625
T1207016,58315.40234375
T1192554,74122.8828125
T1199130,37207.01953125
T1205813,36828.60546875
T1190358,32327.7890625
T1204164,46671.6875
T1193514,34855.98828125
T1195012,31192.974609375
T1208595,27828.1953125
T1189605,36862.171875
T1188690,34056.828125
T1200087,33152.7890625
T1192454,46237.125
T1207880,42610.80859375
T1199560,24958.548828125
T1190946,29073.8671875
T1206202,43802.1484375
T1199800,37520.2734375
T1191702,41665.78125
T1210190,30370.78515625
